region,province,city_or_municipality_including_districts,registered_voter,male,female,17-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-above,literacy,indigenous_people,person_with_disability,single,married,widow,legally_seperated
Region X,Lanao Del Norte,Poona Piagapo ,10493,5039,5454,851,2036,1638,1470,1271,917,766,508,360,281,395,99.57%,0,141,5297,4926,188,82
Region X,Lanao Del Norte,Salvador ,11525,5654,5871,480,1561,1356,1756,1244,1164,1026,777,639,513,1009,99.97%,0,19,5068,6095,299,63
Region X,Lanao Del Norte,Sapad ,11588,5630,5958,246,1720,1923,1530,1352,1123,1030,706,616,487,855,99.87%,0,214,5180,6106,241,61
Region X,Lanao Del Norte,Tagoloan ,8592,4575,4017,461,1352,1563,1401,996,740,582,463,381,247,406,99.43%,0,51,4607,3810,132,43
Region X,Lanao Del Norte,Tangcal ,6995,3532,3463,334,1316,1054,1426,697,636,481,354,252,166,279,99.17%,0,232,3866,2913,172,44
Region X,Lanao Del Norte,Tubod ,25493,12749,12744,763,3490,3294,2830,2623,2393,2355,2091,1787,1451,2416,94.15%,0,29,11571,13226,591,105
Region X,Lanao Del Norte,Pantar ,9133,4196,4937,447,1293,1465,1541,1096,879,741,507,415,290,459,98.87%,0,20,4574,4295,209,55
Region X,Misamis Occidental,Aloran ,19399,9599,9800,696,2528,2619,1924,1868,1756,1739,1441,1300,1070,2458,99.56%,68,145,8508,9970,902,19
Region X,Misamis Occidental,Baliangao,11714,5840,5874,517,1551,1502,1092,1071,956,1020,970,811,708,1516,98.97%,0,223,5567,5761,375,11
Region X,Misamis Occidental,Bonifacio ,20311,10033,10278,873,3147,2909,2089,2011,1832,1796,1488,1233,1005,1928,97.86%,0,204,9281,10081,931,18
Region X,Misamis Occidental,Calamba ,13686,6678,7008,714,1910,1679,1191,1296,1247,1318,1106,870,725,1630,98.62%,0,185,5780,7193,690,23
Region X,Misamis Occidental,Clarin ,23463,11499,11964,1033,3461,3015,2343,2254,2170,2012,1787,1629,1276,2483,98.67%,0,66,10396,12029,986,52
Region X,Misamis Occidental,Concepcion ,3605,1975,1630,208,610,583,438,394,319,267,234,181,120,251,93.73%,0,6,1981,1550,65,9
Region X,Misamis Occidental,Jimenez ,18108,8886,9222,812,2420,2204,1732,1704,1568,1644,1492,1317,1093,2122,99.54%,9,127,7449,10070,565,24
Region X,Misamis Occidental,Lopez Jaena ,16443,8141,8302,813,2326,2023,1560,1580,1481,1460,1272,1079,903,1946,98.15%,0,195,6917,8874,619,33
Region X,Misamis Occidental,Oroquieta City ,45509,22452,23057,2113,6062,5353,4579,4550,4161,4079,3828,3301,2636,4847,99.53%,173,111,19873,23673,1879,84
Region X,Misamis Occidental,Ozamis City ,77316,37492,39824,3048,11133,10549,8275,7546,6894,6919,6124,5304,4255,7269,99.83%,0,114,35999,38110,3065,142
Region X,Misamis Occidental,Panaon ,7073,3504,3569,289,889,889,650,587,615,670,588,534,424,938,99.31%,0,27,2936,3918,209,10
Region X,Misamis Occidental,Plaridel ,24810,12147,12663,1081,3502,2924,2254,2408,2121,2276,2086,1725,1412,3021,99.60%,0,185,10809,12824,1116,61
Region X,Misamis Occidental,Sapang Dalaga ,12661,6409,6252,589,1766,1605,1225,1173,1107,1101,1020,868,714,1493,98.67%,0,342,5680,6614,342,25
Region X,Misamis Occidental,Sinacaban ,13758,6800,6958,534,1817,1961,1365,1322,1170,1201,1115,952,706,1615,99.91%,0,31,6476,6854,391,37
Region X,Misamis Occidental,Tangub City ,35042,16758,18284,1789,5745,4687,3488,3503,3174,3008,2569,2128,1679,3272,99.23%,0,271,16178,17753,1060,51
Region X,Misamis Occidental,Tudela ,17010,8459,8551,686,2422,2116,1672,1716,1509,1500,1349,1226,917,1897,98.31%,0,67,7461,8771,726,52
Region X,Misamis Occidental,Don Victoriano Chiongbian (Don Mariano Marcos),5359,2802,2557,305,853,740,599,579,472,480,379,325,205,422,95.24%,94,144,2290,2885,179,5
Region X,Misamis Oriental,Alubijid,18675,9360,9315,672,2541,2714,1966,1884,1774,1641,1462,1218,984,1819,97.80%,0,272,8591,9629,412,43
Region X,Misamis Oriental,Balingasag ,41867,20689,21178,1999,6539,5813,4818,4258,3585,3506,3111,2611,2039,3588,99.68%,0,50,22173,18769,868,57
Region X,Misamis Oriental,Balingoan ,7837,3978,3859,375,1237,1097,875,743,716,653,616,481,386,658,99.11%,0,26,4321,3301,202,13
Region X,Misamis Oriental,Binuangan ,5984,2972,3012,340,862,870,643,585,542,506,449,351,276,560,99.83%,0,9,3235,2619,124,6
Region X,Misamis Oriental,Cagayan De Oro City ,305321,143535,161786,8290,41924,43529,36158,34158,29515,27515,24126,21561,17062,21483,94.28%,6,986,149394,148298,6784,845
Region X,Misamis Oriental,Claveria ,31505,16588,14917,1199,4832,4950,3856,3362,2790,2565,2326,1974,1444,2207,97.37%,1,379,16922,13915,639,29
Region X,Misamis Oriental,El Salvador City ,35814,17870,17944,1448,5105,5360,4357,4063,3282,2989,2609,2216,1698,2687,99.36%,0,95,18132,16792,801,89
Region X,Misamis Oriental,Gingoog City ,75130,38040,37090,3831,10782,9997,8167,7726,6647,6399,5844,5002,3838,6897,95.08%,0,215,38488,34670,1841,131
Region X,Misamis Oriental,Gitagum ,13077,6554,6523,563,1763,1805,1436,1313,1289,1143,1024,790,595,1356,99.73%,0,37,6097,6631,317,32
Region X,Misamis Oriental,Initao ,20082,9932,10150,763,2857,2637,2092,2006,1914,1808,1621,1305,1094,1985,99.04%,0,231,9289,10259,512,22
Region X,Misamis Oriental,Jasaan ,32459,15840,16619,1478,4976,4847,3810,3467,2831,2639,2304,2052,1580,2475,99.18%,0,101,16921,14787,709,42
Region X,Misamis Oriental,Kinoguitan ,10181,5199,4982,523,1645,1521,1177,963,798,849,727,660,476,842,99.51%,0,54,5697,4237,234,13
Region X,Misamis Oriental,Lagonglong ,15388,7703,7685,810,2406,2155,1882,1430,1334,1239,1149,889,702,1392,98.73%,0,82,8315,6700,334,39
Region X,Misamis Oriental,Laguindingan ,17378,8830,8548,762,2507,2392,1880,1766,1576,1604,1397,1059,870,1565,99.56%,1,38,8519,8411,375,73
Region X,Misamis Oriental,Libertad ,9191,4581,4610,493,1236,1299,960,957,858,760,707,552,462,907,99.13%,0,56,4448,4503,235,5
Region X,Misamis Oriental,Lugait ,12319,5974,6345,495,1845,1716,1379,1229,1171,1059,894,826,603,1102,99.64%,0,43,5822,6169,307,21
Region X,Misamis Oriental,Magsaysay (Linugos) ,20804,10725,10079,1170,3189,2900,2211,2099,1789,1754,1509,1312,1021,1850,98.76%,0,286,11185,9205,381,33
Region X,Misamis Oriental,Manticao ,18629,9143,9486,814,2920,2591,2016,1877,1549,1576,1398,1171,944,1773,99.66%,0,101,9149,9002,452,26
Region X,Misamis Oriental,Medina ,22277,11163,11114,1171,3125,3078,2433,2300,2069,1891,1602,1384,1092,2132,99.80%,0,60,12503,9271,467,36
Region X,Misamis Oriental,Naawan ,13783,6705,7078,616,2077,1879,1515,1431,1127,1132,1033,963,710,1300,98.24%,0,98,6345,6993,421,24
Region X,Misamis Oriental,Opol ,31152,15116,16036,1251,4372,4468,3586,3379,2967,2889,2532,2158,1484,2066,99.57%,0,246,14957,15476,662,57
Region X,Misamis Oriental,Salay ,19211,9535,9676,985,2860,2646,2268,1934,1725,1640,1457,1142,946,1608,99.53%,0,44,10185,8577,400,49
Region X,Misamis Oriental,Sugbongcogon ,7631,3816,3815,431,1147,1088,919,792,628,557,542,453,382,692,99.38%,0,46,4076,3351,184,20
Region X,Misamis Oriental,Tagoloan ,38675,18679,19996,1698,5932,5762,4801,4313,3694,3269,2732,2412,1802,2260,99.54%,0,90,19541,18360,677,97
Region X,Misamis Oriental,Talisayan ,18161,8994,9167,961,2844,2586,1941,1740,1540,1582,1363,1046,864,1694,99.65%,0,64,10050,7642,449,20
Region X,Misamis Oriental,Villanueva ,20629,10326,10303,755,2876,3052,2601,2456,1972,1736,1487,1286,1050,1358,99.15%,0,82,10871,9356,379,23
Region XI,Davao  (Davao Del Norte),Asuncion (Saug) ,30227,15300,14927,2516,4488,4082,3700,3233,2834,2471,2293,1769,1258,1583,99.49%,0,14,13221,16408,564,34
Region XI,Davao  (Davao Del Norte),Carmen ,39383,19383,20000,3675,5884,5317,4680,4161,3703,3213,2826,2356,1665,1903,99.67%,0,96,18167,20345,819,52
Region XI,Davao  (Davao Del Norte),Kapalong ,39565,19930,19635,3956,6235,5543,4554,3948,3712,3198,2856,2349,1543,1671,98.78%,0,347,17476,21249,767,73
Region XI,Davao  (Davao Del Norte),New Corella ,28697,14695,14002,2560,4281,3946,3328,2973,2752,2408,2066,1574,1217,1592,99.56%,0,123,12521,15706,450,20
Region XI,Davao  (Davao Del Norte),Panabo City ,96662,48187,48475,2519,12699,14369,12341,11101,9331,8501,7616,6928,5312,5945,99.93%,68,88,46273,48400,1899,90
Region XI,Davao  (Davao Del Norte),"Island Garden City of Samal, Babak District",24721,12128,12593,2526,3434,3153,2844,2494,2488,1984,1747,1431,1054,1566,99.70%,28,80,11927,12243,519,32
Region XI,Davao  (Davao Del Norte),"Island Garden City of Samal, Samal District",18045,9105,8940,1822,2487,2241,1926,1775,1644,1417,1294,1168,906,1365,99.56%,184,100,8523,9061,440,21
Region XI,Davao  (Davao Del Norte),"Island Garden City of Samal, Kaputian District",19243,9818,9425,1810,2697,2468,2072,1871,1861,1609,1477,1217,901,1260,98.79%,0,31,8398,10477,347,21
Region XI,Davao  (Davao Del Norte),Santo Tomas ,57387,28599,28788,5093,8759,8036,7119,6149,5149,4507,4058,3587,2362,2568,99.88%,13,95,27288,29065,963,71
Region XI,Davao  (Davao Del Norte),City of Tagum ,132737,64342,68395,4023,18202,19644,16309,15243,13233,12002,9971,8665,6783,8662,99.93%,0,109,67819,62527,2300,91
Region XI,Davao  (Davao Del Norte),Talaingod ,9127,4965,4162,1022,1423,1282,1089,1033,900,717,542,401,301,417,93.51%,0,292,3237,5695,193,2
Region XI,Davao  (Davao Del Norte),Braulio E. Dujali ,14261,7543,6718,497,2141,2225,1846,1597,1389,1189,998,883,596,900,99.70%,0,22,7456,6567,221,17
Region XI,Davao  (Davao Del Norte),San Isidro ,15287,7927,7360,483,2088,2129,1840,1605,1373,1226,1220,1095,861,1367,99.17%,24,44,6577,8363,333,14
Region XI,Davao Del Sur,Bansalan ,36830,18779,18051,3554,5393,4842,4071,3398,3241,3091,2835,2545,1712,2148,99.59%,8,41,17594,18368,813,55
Region XI,Davao Del Sur,"Davao City, 1St District",357551,162878,194673,27096,56089,54520,46153,36952,33281,27574,23242,19276,14552,18816,99.90%,0,436,199816,148366,7923,1446
Region XI,Davao Del Sur,"Davao City, 2Nd District",267837,123232,144605,23964,41400,38757,33602,28025,25090,20991,18037,15577,11158,11236,99.53%,0,295,135539,125633,5983,682
Region XI,Davao Del Sur,"Davao City, 3Rd District",248282,121359,126923,21257,37307,37104,32395,26166,22731,18970,16437,14028,10261,11626,99.91%,190,265,123418,119479,4683,702
Region XI,Davao Del Sur,Digos City ,97452,48458,48994,3059,14033,14302,11916,10796,9579,8508,7357,6334,4998,6570,99.74%,0,123,47269,47974,1933,276
Region XI,Davao Del Sur,Hagonoy ,31275,15636,15639,3002,4484,4049,3502,3154,2945,2474,2274,1989,1542,1860,99.46%,112,123,14335,16081,777,82
Region XI,Davao Del Sur,Kiblawan ,25104,12938,12166,835,3695,3681,2993,2557,2362,2131,1879,1677,1263,2031,92.16%,195,32,10968,13601,513,22
Region XI,Davao Del Sur,Magsaysay ,32739,16756,15983,3622,4921,4491,3462,2941,3042,2650,2489,1916,1330,1875,97.20%,536,156,14965,17092,656,26
Region XI,Davao Del Sur,Malalag ,21303,10752,10551,2076,2991,2746,2313,2158,2005,1732,1629,1398,976,1279,98.81%,611,168,9861,10987,432,23
Region XI,Davao Del Sur,Matanao ,32761,16584,16177,3396,4975,4207,3618,3152,3192,2691,2488,1923,1309,1810,98.22%,262,311,14817,17331,599,14
Region XI,Davao Del Sur,Padada ,20368,10581,9787,2001,2833,2613,2153,2056,1907,1629,1478,1269,968,1461,99.66%,0,29,10540,9192,609,27
Region XI,Davao Del Sur,Santa Cruz ,55110,27470,27640,1795,7795,8577,7383,6123,5329,4646,3981,3385,2575,3521,99.08%,59,394,26946,27020,974,170
Region XI,Davao Del Sur,Sulop ,20750,10414,10336,2068,2978,2568,2272,1998,1902,1694,1485,1298,1051,1436,98.69%,27,64,8932,11207,583,28
Region XI,Davao Oriental,Baganga ,30985,16091,14894,3500,4524,4039,3381,3142,2898,2554,2148,1651,1241,1907,98.12%,64,248,14611,15692,652,30
Region XI,Davao Oriental,Banaybanay ,25750,12807,12943,2804,4052,3501,2758,2480,2348,2099,1744,1360,1048,1556,99.91%,1,67,13339,11932,440,39
Region XI,Davao Oriental,Boston ,9210,4835,4375,1104,1498,1341,995,886,782,715,559,447,354,529,94.43%,0,173,4880,4157,160,13
Region XI,Davao Oriental,Caraga ,22768,12132,10636,2419,3286,2784,2520,2265,2168,1859,1625,1298,1049,1495,92.20%,0,277,11079,11242,429,18
Region XI,Davao Oriental,Cateel ,24474,12705,11769,3153,3927,3211,2641,2403,2087,1902,1598,1254,957,1341,98.10%,0,137,12294,11698,454,28
Region XI,Davao Oriental,Governor Generoso,31377,16049,15328,3566,4917,4061,3410,2974,3007,2613,2193,1739,1234,1663,97.72%,14,134,15233,15596,525,23
Region XI,Davao Oriental,Lupon ,42756,22090,20666,5307,6683,5534,4518,4013,3824,3389,2987,2416,1693,2392,99.55%,0,386,22758,18789,1157,52
Region XI,Davao Oriental,Manay ,23037,12054,10983,2297,3426,2837,2483,2185,2205,2012,1808,1311,1048,1425,91.91%,0,89,11469,11269,280,19
Region XI,Davao Oriental,Mati City ,73912,37043,36869,8731,10913,8938,7763,7579,6945,6129,5443,4354,3041,4076,99.18%,0,428,37305,34960,1558,89
Region XI,Davao Oriental,San Isidro ,19657,10072,9585,2171,2860,2246,1824,1885,1765,1712,1477,1285,915,1517,99.61%,0,114,8821,10386,427,23
Region XI,Davao Oriental,Tarragona ,16016,8440,7576,1877,2513,1982,1803,1582,1614,1324,1072,841,582,826,94.61%,0,369,7547,8232,213,24
Region XI,Compostela Valley,Compostela ,47461,24065,23396,5039,7573,6552,5449,4730,4653,3884,3170,2542,1734,2135,99.29%,37,240,24009,22558,836,58
Region XI,Compostela Valley,Laak (San Vicente) ,43492,23205,20287,4894,6960,5973,4858,4245,3987,3400,2979,2379,1613,2204,97.87%,635,80,19231,23402,838,21
Region XI,Compostela Valley,Mabini (Dona Alicia) ,23123,11710,11413,2586,3705,3141,2543,2324,2270,1987,1550,1208,810,999,99.60%,267,222,11015,11654,390,64
Region XI,Compostela Valley,Maco ,45772,23657,22115,5055,7235,6238,5173,4380,4333,3763,3114,2434,1751,2296,99.52%,413,266,23143,21735,868,26
Region XI,Compostela Valley,Maragusan (San Mariano) ,34677,18407,16270,3894,5570,4828,4176,3545,3339,2703,2280,1676,1122,1544,99.37%,78,124,16828,17252,579,18
Region XI,Compostela Valley,Mawab ,22499,11430,11069,2471,3389,2927,2424,2118,2042,1836,1735,1389,906,1262,99.57%,0,155,9591,12013,879,16
Region XI,Compostela Valley,Monkayo ,50278,26231,24047,5374,8317,6848,5378,4969,4923,4244,3591,2599,1764,2271,99.90%,0,365,25651,23681,818,128
Region XI,Compostela Valley,Montevista ,25126,13106,12020,2881,3903,3481,2762,2373,2229,2027,1735,1420,939,1376,98.91%,437,312,11491,12817,787,31
Region XI,Compostela Valley,Nabunturan ,40305,19850,20455,3780,5977,5292,4500,3980,3809,3586,3085,2522,1687,2087,99.43%,116,232,17297,21090,1882,36
Region XI,Compostela Valley,New Bataan ,28517,14864,13653,1041,4197,4062,3252,3004,2758,2669,2191,1881,1300,2162,97.69%,239,194,12936,14934,629,18
Region XI,Compostela Valley,Pantukan ,47289,24515,22774,5814,7720,6741,5245,4532,4336,3919,3131,2302,1654,1895,99.20%,14,234,22507,23970,767,45
Region XI,Davao Occidental,Don Marcelino ,20407,10654,9753,646,2857,3068,2562,2324,2291,1887,1619,1159,821,1173,73.28%,0,90,9203,10885,284,35
Region XI,Davao Occidental,Jose Abad Santos (Trinidad) ,35707,19014,16693,1051,5309,5275,4911,4023,3677,3009,2574,2079,1509,2290,87.50%,0,1431,13697,21330,646,34
Region XI,Davao Occidental,Malita ,59051,29840,29211,1556,8771,8965,7278,6630,6130,5440,4573,3552,2575,3581,86.67%,5682,1316,24184,33402,1398,67
Region XI,Davao Occidental,Santa Maria ,30036,15126,14910,2901,4579,3897,3349,3225,2900,2494,2146,1711,1196,1638,93.64%,21,1046,13455,15889,618,74
Region XI,Davao Occidental,Sarangani ,13318,6952,6366,333,2101,2101,1852,1504,1363,1157,980,744,472,711,85.43%,4,34,4674,8439,180,25
Region XII,Cotabato (North Cot.),Alamada ,31061,16142,14919,1072,4856,4715,4025,3334,3117,2710,2316,1810,1245,1861,97.01%,8,237,12949,17375,663,74
Region XII,Cotabato (North Cot.),Carmen ,33279,17622,15657,1003,4842,4834,4132,3790,3485,3294,2544,1862,1337,2156,92.30%,340,91,13372,19168,703,36
Region XII,Cotabato (North Cot.),Kabacan ,42636,21886,20750,1076,5800,6364,5549,4930,4407,4030,3167,2606,1953,2754,94.81%,4,131,17157,24306,1091,82
Region XII,Cotabato (North Cot.),City of Kidapawan ,75080,36752,38328,2112,10528,10799,9428,8598,7319,6852,5960,4844,3720,4920,99.30%,0,104,34475,38982,1442,181
Region XII,Cotabato (North Cot.),Libungan ,26673,13400,13273,791,3830,3717,3076,2917,2549,2438,2118,1779,1365,2093,97.98%,0,138,11753,14330,542,48
Region XII,Cotabato (North Cot.),Magpet ,30515,15884,14631,1052,4940,4515,3693,3272,2969,2679,2260,1711,1281,2143,97.57%,901,900,14638,15253,580,44
Region XII,Cotabato (North Cot.),Makilala ,45634,23096,22538,1461,6498,6700,5541,5019,4435,4119,3376,2929,2310,3246,99.44%,232,120,20891,23655,1019,69
Region XII,Cotabato (North Cot.),Matalam ,42599,21940,20659,1216,5776,6560,5523,5041,4304,3882,3282,2529,1845,2641,97.94%,0,74,17758,23880,923,38
Region XII,Cotabato (North Cot.),Midsayap ,71110,35710,35400,2208,10088,10080,8491,8055,6923,6469,5426,4424,3432,5514,95.66%,0,518,30594,38866,1589,61
Region XII,Cotabato (North Cot.),Mlang ,49957,25417,24540,1513,7195,7076,5731,5371,5007,4722,4168,3281,2377,3516,98.99%,0,117,22695,26109,1123,30
Region XII,Cotabato (North Cot.),Pigkawayan ,31575,15834,15741,835,4200,4426,3731,3535,3087,2899,2553,2154,1552,2603,96.60%,0,217,13137,17640,729,69
Region XII,Cotabato (North Cot.),Pikit ,47391,26356,21035,1845,6650,7207,6789,5441,4763,4288,3127,2473,1729,3079,90.90%,0,1039,20841,25400,1071,79
Region XII,Cotabato (North Cot.),President Roxas ,26771,13856,12915,837,4188,4037,3341,2823,2633,2427,2018,1565,1208,1694,98.59%,0,79,12472,13798,452,49
Region XII,Cotabato (North Cot.),Tulunan ,30419,15501,14918,1078,4587,4460,3684,3194,2936,2871,2354,1914,1369,1972,95.94%,0,60,13565,16186,619,49
Region XII,Cotabato (North Cot.),Antipas ,15968,8158,7810,496,2300,2441,2136,1811,1697,1406,1126,859,636,1060,99.01%,54,117,6837,8836,287,8
Region XII,Cotabato (North Cot.),Banisilan ,23288,12432,10856,851,3679,3509,3082,2538,2272,2035,1619,1335,953,1415,98.26%,0,95,10761,12053,436,38
Region XII,Cotabato (North Cot.),Aleosan ,20009,10610,9399,428,3225,2963,2527,2259,1899,1795,1522,1178,862,1351,96.52%,0,221,8292,11308,398,11
Region XII,Cotabato (North Cot.),Arakan ,25054,13266,11788,713,4172,3794,3181,2809,2570,2149,1724,1342,1063,1537,97.28%,0,121,10985,13625,425,19
Region XII,South Cotabato,Banga ,43824,21718,22106,1313,6130,6297,5080,4823,4327,4141,3537,2866,2150,3160,97.97%,0,55,18626,24233,943,22
Region XII,South Cotabato,General Santos City (Dadiangas) ,247470,114144,133326,7345,34193,36357,31183,28505,25529,23821,19551,15404,11441,14141,99.71%,0,564,122429,120716,3935,390
Region XII,South Cotabato,Koronadal City ,93589,45161,48428,2822,13344,13227,11151,10539,9338,8523,7419,6155,4631,6440,99.55%,0,318,44963,46282,2258,86
Region XII,South Cotabato,Norala ,25116,12449,12667,763,3518,3518,2739,2666,2377,2443,2169,1650,1313,1960,98.69%,4,107,11524,13005,571,16
Region XII,South Cotabato,Polomolok ,81957,40062,41895,2549,12232,12329,10762,9717,8088,6869,5425,4796,4040,5150,98.79%,6,329,42199,38481,1186,91
Region XII,South Cotabato,Surallah ,45694,22678,23016,1384,6367,6767,5433,5077,4675,4318,3572,2883,2160,3058,98.38%,205,311,20751,23932,972,39
Region XII,South Cotabato,Tampakan ,24048,12323,11725,792,3785,3594,2885,2566,2414,2192,1743,1339,1018,1720,96.42%,4,126,10792,12712,502,42
Region XII,South Cotabato,Tantangan ,22494,11333,11161,673,3243,3381,2831,2473,1987,1919,1712,1423,1092,1760,99.06%,44,231,9923,12048,491,32
Region XII,South Cotabato,Tboli,46075,24109,21966,1672,8556,7807,6358,5356,4637,3742,2685,1974,1365,1923,97.05%,988,1147,19164,26149,578,184
Region XII,South Cotabato,Tupi ,38543,19186,19357,1275,6010,6169,5015,4167,3681,3296,2712,2247,1633,2338,92.00%,1682,140,17176,20503,844,20
Region XII,South Cotabato,Santo Nino ,22246,10952,11294,691,3176,3132,2454,2355,2148,2151,1834,1535,1128,1642,98.48%,0,56,10083,11588,564,11
Region XII,South Cotabato,Lake Sebu ,33269,17029,16240,1283,5688,5031,4322,3893,3315,2794,2313,1768,1156,1706,79.91%,3612,84,12430,20329,486,24
Region XII,Sultan Kudarat,Bagumbayan ,37884,20279,17605,1263,6160,5929,4805,4143,3691,3294,2641,2120,1520,2318,94.80%,50,89,16868,20279,703,34
Region XII,Sultan Kudarat,Columbio ,17438,9611,7827,496,2285,3031,2641,1990,1798,1524,1159,920,608,986,91.73%,385,278,7142,9891,339,66
Region XII,Sultan Kudarat,Esperanza ,30983,15677,15306,969,4330,4726,3646,3386,3029,2843,2425,1945,1445,2239,96.25%,71,150,13159,17153,629,42
Region XII,Sultan Kudarat,Isulan ,47941,23520,24421,1432,6491,7183,6163,5339,4536,4314,3585,3058,2264,3576,99.36%,0,58,21979,24599,1243,120
Region XII,Sultan Kudarat,Kalamansig ,22984,13292,9692,890,3492,3246,2863,2693,2306,2118,1645,1308,888,1535,87.62%,473,516,11060,11495,371,58
Region XII,Sultan Kudarat,Lebak ,40134,21244,18890,860,5485,5876,5240,4534,4131,3847,3128,2555,1839,2639,93.53%,0,283,16091,23268,665,110
Region XII,Sultan Kudarat,Lutayan ,31138,16764,14374,1006,2665,2413,3993,5880,3739,3810,2595,1998,1218,1821,99.90%,0,5772,13323,17117,618,80
Region XII,Sultan Kudarat,Lambayong (Mariano Marcos) ,37343,19352,17991,1082,4867,6152,4982,4027,3611,3590,2822,2131,1573,2506,97.92%,0,509,15965,20573,692,113
Region XII,Sultan Kudarat,Palimbang ,32517,17293,15224,1371,4685,5219,5004,3540,3239,2834,2217,1595,1044,1769,92.79%,1034,348,13829,18033,545,110
Region XII,Sultan Kudarat,President Quirino ,21498,10799,10699,810,2986,2970,2539,2316,2189,1985,1638,1291,1039,1735,98.30%,0,24,8799,12173,511,15
Region XII,Sultan Kudarat,Tacurong City ,49306,24025,25281,1419,6973,7137,5844,5529,4941,4526,3997,3269,2422,3249,99.54%,0,134,23645,24434,1113,114
Region XII,Sultan Kudarat,Sen. Ninoy Aquino ,23527,12636,10891,743,3800,4004,3182,2571,2109,2005,1558,1267,883,1405,88.47%,692,147,9159,13918,422,28
Region XII,Sarangani,Alabel ,45780,23328,22452,1735,7187,7189,6142,5145,4446,3951,3087,2323,1773,2802,95.74%,0,1431,21524,23599,596,61
Region XII,Sarangani,Glan ,59434,30370,29064,1673,8436,9507,7993,6421,5932,5166,4218,3326,2511,4251,89.52%,0,532,26613,31753,1000,68
Region XII,Sarangani,Kiamba ,33978,17342,16636,1229,4810,4894,4423,3967,3325,2924,2432,1993,1521,2460,96.35%,0,284,15849,17379,678,72
Region XII,Sarangani,Maasim ,31578,16132,15446,988,4991,5125,4474,3580,3185,2740,2116,1657,1074,1648,93.86%,0,482,13799,17167,558,54
Region XII,Sarangani,Maitum ,30312,15778,14534,1112,4133,4632,4056,3446,2904,2552,2084,1706,1326,2361,90.89%,0,1075,12882,16735,642,53
Region XII,Sarangani,Malapatan ,35286,17650,17636,1401,5494,5029,4542,4041,3923,3210,2507,1822,1298,2019,83.72%,262,774,14829,19746,606,105
Region XII,Sarangani,Malungon ,63707,33156,30551,2021,9103,10171,8403,7286,6425,5395,4423,3439,2603,4438,88.45%,643,1363,29528,33041,1014,124
CARAGA,Agusan Del Norte,Buenavista ,39936,20045,19891,2019,6039,5699,4521,4008,3412,3379,2980,2591,1953,3335,99.06%,184,184,20435,18765,698,38
CARAGA,Agusan Del Norte,Butuan City ,192269,94378,97891,9011,29592,27744,20753,19589,17353,16733,14859,12515,9369,14751,96.97%,21,541,98699,88588,4557,425
CARAGA,Agusan Del Norte,Cabadbaran City ,43153,21220,21933,2148,6081,6011,4788,4223,3756,3633,3225,2953,2250,4085,99.08%,3,168,21724,20271,1082,76
CARAGA,Agusan Del Norte,Carmen ,12492,6209,6283,642,1842,1675,1320,1159,1064,1060,981,839,680,1230,98.16%,0,66,5912,6290,264,26
CARAGA,Agusan Del Norte,Jabonga ,14928,7656,7272,690,2226,2090,1681,1442,1306,1234,1117,982,762,1398,97.82%,10,103,7109,7496,313,10
CARAGA,Agusan Del Norte,Kitcharao ,10769,5342,5427,580,1597,1549,1184,1025,971,916,782,670,533,962,96.40%,68,132,4929,5539,277,24
CARAGA,Agusan Del Norte,Las Nieves ,16005,8352,7653,876,2718,2289,1836,1585,1456,1298,1127,975,705,1140,97.23%,75,283,7674,8054,265,12
CARAGA,Agusan Del Norte,Magallanes ,14457,7337,7120,737,2141,1930,1635,1578,1366,1151,965,917,789,1248,99.58%,1,58,7077,7059,293,28
CARAGA,Agusan Del Norte,Nasipit ,25926,12608,13318,1251,3659,3421,2613,2405,2183,2242,2048,1884,1550,2670,98.96%,50,95,12025,13063,791,47
CARAGA,Agusan Del Norte,Santiago ,11095,5648,5447,492,1783,1696,1324,1064,972,871,844,686,469,894,97.87%,189,248,6030,4773,283,9
CARAGA,Agusan Del Norte,Tubay,19697,10735,8962,992,3160,3120,2427,2013,1696,1604,1385,1094,841,1365,99.35%,0,160,10338,8869,441,49
CARAGA,Agusan Del Norte,Remedios T. Romualdez ,11234,5678,5556,575,1819,1731,1302,1097,983,859,812,703,523,830,99.09%,0,38,5531,5370,317,16
CARAGA,Agusan Del Sur,Bayugan City,53080,26001,27079,2122,8077,7568,6052,5381,4778,4703,4137,3609,2561,4092,98.95%,0,224,24700,27112,1191,77
CARAGA,Agusan Del Sur,Bunawan ,21060,10635,10425,830,3317,3461,2566,2146,1935,1838,1626,1240,838,1263,98.68%,0,108,9740,10850,455,15
CARAGA,Agusan Del Sur,Esperanza ,27752,14288,13464,788,4435,4441,3342,2718,2619,2547,2155,1711,1170,1826,97.20%,0,119,12783,14357,572,40
CARAGA,Agusan Del Sur,La Paz ,17584,9393,8191,1028,3269,2617,1933,1702,1629,1424,1197,917,650,1218,92.06%,0,311,8421,8957,181,25
CARAGA,Agusan Del Sur,Loreto ,20898,11148,9750,873,3430,3108,2467,2149,1965,1784,1521,1181,911,1509,93.14%,0,577,8089,12228,548,33
CARAGA,Agusan Del Sur,Prosperidad ,42121,20869,21252,1646,6563,6415,4979,4288,3949,3604,3160,2685,1944,2888,98.92%,1,97,19741,21247,1069,64
