region,province,city_or_municipality_including_districts,registered_voter,male,female,17-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-above,literacy,indigenous_people,person_with_disability,single,married,widow,legally_seperated
Region III,Nueva Ecija,Laur ,20145,10101,10044,828,2888,2591,2172,2206,1976,1847,1565,1247,1054,1771,99.73%,0,20,7859,11832,418,36
Region III,Nueva Ecija,Licab ,15544,7678,7866,543,2160,2063,1711,1600,1457,1535,1298,1063,750,1364,99.89%,0,9,6382,8858,270,34
Region III,Nueva Ecija,Llanera ,24888,12339,12549,735,3163,3646,3035,2815,2337,2313,1938,1684,1203,2019,99.68%,0,32,9101,15241,496,50
Region III,Nueva Ecija,Lupao ,25605,12700,12905,778,3370,3411,2862,2710,2433,2449,2149,1792,1342,2309,99.66%,0,32,10595,14410,565,35
Region III,Nueva Ecija,Science City of Munoz ,47690,23449,24241,1307,6101,6139,5297,5085,4719,4699,4067,3415,2497,4364,99.80%,0,47,19936,26867,800,87
Region III,Nueva Ecija,Nampicuan ,9733,4833,4900,423,1338,1268,1074,1023,859,872,710,639,459,1068,99.65%,0,29,4322,5195,203,13
Region III,Nueva Ecija,Palayan City ,31521,16385,15136,1130,4308,5054,3993,3438,2933,2809,2289,1869,1339,2359,99.77%,0,57,14656,16149,645,71
Region III,Nueva Ecija,Pantabangan ,21097,10603,10494,759,2802,2964,2572,2405,2194,1779,1521,1215,986,1900,99.50%,0,11,9290,11336,431,40
Region III,Nueva Ecija,Penaranda ,21411,10554,10857,1167,3217,2785,2386,2259,1976,1805,1527,1278,1077,1934,99.78%,0,23,10415,10587,361,48
Region III,Nueva Ecija,Quezon ,18436,8887,9549,380,2284,2575,2265,2132,1623,1734,1592,1337,1055,1459,99.97%,0,13,7093,11011,290,42
Region III,Nueva Ecija,Rizal ,32246,15724,16522,1041,4320,4238,3617,3464,3022,3015,2676,2215,1706,2932,99.86%,0,15,11829,19466,932,19
Region III,Nueva Ecija,San Antonio ,51113,24984,26129,1951,6949,6982,6112,5614,4876,4654,3878,3214,2486,4397,99.83%,0,70,23311,26946,717,139
Region III,Nueva Ecija,San Isidro ,29761,14375,15386,1103,4033,3708,3319,3267,2905,2698,2377,2009,1565,2777,99.78%,0,18,13792,15353,537,79
Region III,Nueva Ecija,San Jose City ,90309,44363,45946,4359,12493,12557,10428,9730,8526,8184,7054,5812,4318,6848,99.93%,0,28,42429,46013,1681,186
Region III,Nueva Ecija,San Leonardo ,37269,18032,19237,1390,5191,4703,4341,4081,3569,3297,2938,2385,1935,3439,99.90%,0,64,17073,19555,572,69
Region III,Nueva Ecija,Santa Rosa ,38615,18720,19895,1577,5767,5231,4337,4378,3510,3529,2947,2507,1899,2933,99.93%,0,19,16079,21687,804,45
Region III,Nueva Ecija,Santo Domingo ,32805,16153,16652,1242,4608,4353,3713,3574,3039,3053,2656,2220,1636,2711,99.89%,0,11,12710,19366,695,34
Region III,Nueva Ecija,Talavera ,74660,36082,38578,2678,9603,9117,9291,8924,7447,6852,5893,4909,3601,6345,99.87%,0,72,34522,38864,1141,133
Region III,Nueva Ecija,Talugtug ,13887,7003,6884,392,1843,1800,1528,1325,1435,1361,1129,938,730,1406,99.68%,0,55,5406,8109,354,18
Region III,Nueva Ecija,Zaragoza ,26576,12859,13717,791,3672,3631,3081,2788,2533,2487,2175,1813,1336,2269,99.94%,0,20,10568,15508,472,28
Region III,Pampanga,Angeles City ,175432,81822,93610,5427,23716,24890,22165,20452,17217,16725,13642,11387,8708,11103,99.99%,3,115,94557,77138,2818,919
Region III,Pampanga,Apalit ,49204,23486,25718,1860,7409,6998,5759,5350,4590,4466,3734,3173,2404,3461,99.91%,0,43,22166,26129,847,62
Region III,Pampanga,Arayat ,65075,30581,34494,2521,9112,9654,8261,7138,6265,5907,4802,3835,3005,4575,100.00%,0,18,29202,34994,808,71
Region III,Pampanga,Bacolor ,43843,20972,22871,1581,5475,5598,5101,4944,4265,4053,3590,2988,2381,3867,99.99%,0,8,19830,23259,714,40
Region III,Pampanga,Candaba ,62718,30719,31999,1914,8375,9075,7757,6901,5856,5703,4798,3949,2933,5457,99.84%,0,62,29027,32846,712,133
Region III,Pampanga,Floridablanca ,58629,27463,31166,2205,8238,7698,6403,6317,5749,5574,4869,3921,2925,4730,99.55%,1440,122,25173,32418,897,141
Region III,Pampanga,Guagua ,57727,27460,30267,1757,7425,7398,6410,6409,5561,5534,4658,3886,3335,5354,100.00%,0,81,25853,30725,998,151
Region III,Pampanga,Lubao ,73702,34538,39164,2135,9828,9816,8227,8034,7290,7279,6189,4899,3977,6028,99.98%,0,31,31625,41114,863,100
Region III,Pampanga,Mabalacat ,95901,44743,51158,3039,12749,13222,11898,11159,9509,9546,7661,6306,4623,6189,99.97%,0,68,45998,47922,1702,279
Region III,Pampanga,Macabebe ,41642,20272,21370,1547,6019,6181,5051,4366,3693,3565,3023,2483,2133,3581,100.00%,0,13,20257,20917,428,40
Region III,Pampanga,Magalang ,53948,26628,27320,1932,7063,7511,6384,6204,5392,5295,4389,3435,2595,3748,99.95%,0,81,24542,28512,808,86
Region III,Pampanga,Masantol ,36635,18289,18346,1757,5512,5437,4550,3821,3287,3054,2493,2132,1653,2939,99.76%,0,60,18630,17496,450,59
Region III,Pampanga,Mexico ,72563,34554,38009,2811,9855,10089,8651,7917,7106,6818,5661,4601,3525,5529,99.97%,0,283,33480,38045,919,119
Region III,Pampanga,Minalin ,27276,13460,13816,998,3947,3750,3144,3040,2710,2466,1963,1614,1328,2316,99.88%,0,23,12856,14012,370,38
Region III,Pampanga,Porac ,57017,27379,29638,1613,7394,8059,7017,6697,5816,5520,4588,3659,2637,4017,99.84%,0,515,25411,30230,1265,111
Region III,Pampanga,San Fernando City ,143768,67501,76267,4984,20053,19591,17413,16406,14265,13590,11026,9220,7294,9926,99.97%,1,193,68392,72528,2416,432
Region III,Pampanga,San Luis ,31322,15347,15975,1164,4534,4293,3869,3407,3090,2862,2298,1853,1376,2576,99.90%,0,41,14079,16781,433,29
Region III,Pampanga,San Simon ,34442,17045,17397,1537,5048,4986,4157,3869,3197,2929,2412,1981,1570,2756,99.95%,0,44,16391,17488,489,74
Region III,Pampanga,Santa Ana ,28392,13490,14902,1049,3899,3884,3216,3214,2750,2623,2171,1845,1428,2313,99.99%,0,47,13206,14679,483,24
Region III,Pampanga,Santa Rita ,23298,11136,12162,763,3154,3024,2554,2525,2421,2252,1825,1495,1165,2120,99.87%,0,44,11166,11679,406,47
Region III,Pampanga,Santo Tomas ,25566,12488,13078,1033,3624,3208,2841,3003,2601,2302,1915,1642,1293,2104,99.93%,0,32,12289,12781,445,51
Region III,Pampanga,Sasmuan (Sexmoan) ,20160,10119,10041,795,2754,2597,2356,2261,1981,1809,1544,1316,1025,1722,99.74%,0,112,8910,10970,255,25
Region III,Tarlac,Anao ,7420,3582,3838,272,896,915,846,757,678,667,577,534,432,846,99.62%,0,39,2934,4282,188,16
Region III,Tarlac,Bamban ,34951,16911,18040,1390,5133,4979,4148,3877,3479,3275,2624,2204,1597,2245,97.77%,0,100,15884,18430,582,55
Region III,Tarlac,Camiling ,44945,21724,23221,1330,5797,5835,4757,4603,4244,4204,3561,3254,2663,4697,95.46%,0,170,18210,24714,1951,70
Region III,Tarlac,Capas ,58435,27682,30753,1698,8147,8610,7401,6792,5676,5396,4355,3629,2818,3913,99.16%,0,37,25750,31464,1083,138
Region III,Tarlac,Concepcion ,86194,43034,43160,2892,12284,12150,10567,9896,8497,7746,6409,5494,4110,6149,96.24%,0,51,38619,46403,1141,31
Region III,Tarlac,Gerona ,49730,24443,25287,1443,6215,6482,5696,5125,4882,4757,4024,3488,2646,4972,99.87%,0,148,19123,29347,1237,23
Region III,Tarlac,La Paz ,34116,16641,17475,1087,4807,4774,3833,3667,3321,3001,2644,2300,1787,2895,99.97%,0,19,14829,18746,503,38
Region III,Tarlac,Mayantoc ,18361,9211,9150,720,2359,2462,2058,1876,1758,1599,1453,1251,992,1833,96.87%,60,152,6763,11023,565,10
Region III,Tarlac,Moncada ,32694,15790,16904,1267,4434,4402,3633,3204,2947,3053,2623,2215,1774,3142,99.85%,0,54,13269,18654,755,16
Region III,Tarlac,Paniqui ,58356,28327,30029,2298,7879,8115,6797,6105,5330,5085,4640,3886,3088,5133,99.94%,0,27,25149,31618,1444,145
Region III,Tarlac,Pura ,15422,7518,7904,522,1987,1838,1737,1566,1346,1431,1260,1091,880,1764,99.81%,0,76,5936,8820,652,14
Region III,Tarlac,Ramos ,12840,6229,6611,555,1771,1697,1450,1318,1206,1100,1019,844,623,1257,99.43%,0,104,4798,7509,530,3
Region III,Tarlac,San Clemente ,8779,4309,4470,370,1220,1175,939,822,766,791,635,631,425,1005,98.01%,0,40,3601,4757,404,17
Region III,Tarlac,San Manuel ,14789,7367,7422,500,2001,2014,1716,1674,1357,1300,1153,954,794,1326,99.96%,0,17,7010,7431,328,20
Region III,Tarlac,Santa Ignacia ,27179,13317,13862,967,3695,3711,3110,2777,2581,2448,2213,1727,1413,2537,99.95%,0,32,9985,16400,728,66
Region III,Tarlac,City of Tarlac ,184341,89696,94645,5536,24972,25610,21904,20859,18451,17216,14512,12008,9353,13920,97.13%,0,340,85830,95177,2921,413
Region III,Tarlac,Victoria ,34740,16987,17753,1157,4722,4634,3960,3688,3422,3186,2722,2356,1831,3062,95.64%,1,35,13649,20176,892,23
Region III,Tarlac,San Jose ,16234,8045,8189,322,2180,2570,2003,1849,1661,1496,1291,1042,707,1113,98.45%,0,39,5163,10724,343,4
Region III,Zambales,Botolan ,38249,18439,19810,1767,6003,5554,4397,3792,3402,3322,2853,2381,1811,2967,96.77%,0,406,20061,17417,660,111
Region III,Zambales,Cabangan ,15496,7443,8053,564,2144,2218,1773,1530,1319,1356,1241,1097,814,1440,99.17%,0,109,7814,7255,381,46
Region III,Zambales,Candelaria ,16080,7694,8386,567,2303,2183,1823,1610,1404,1408,1190,1095,886,1611,99.93%,0,50,8163,7486,399,32
Region III,Zambales,Castillejos ,28438,13410,15028,999,3890,4623,3656,3145,2652,2439,1968,1614,1317,2135,99.87%,0,49,14532,13048,713,145
Region III,Zambales,Iba ,29781,14107,15674,1259,4275,4019,3325,3258,2652,2688,2275,1997,1533,2500,99.26%,0,71,14949,14108,583,141
Region III,Zambales,Masinloc ,29910,14653,15257,1483,4431,4085,3438,3193,2672,2560,2246,1922,1487,2393,99.93%,0,47,15407,13851,581,71
Region III,Zambales,Olongapo City ,116194,52166,64028,4009,15291,16060,13192,12217,11310,10824,9501,7897,6509,9384,99.88%,0,181,66709,46518,2798,169
Region III,Zambales,Palauig ,23107,11139,11968,1009,3232,3227,2619,2395,2151,2015,1755,1507,1121,2076,99.93%,0,7,11579,11058,433,37
Region III,Zambales,San Antonio ,20023,9418,10605,596,2626,2646,2215,2100,1848,1905,1678,1455,1127,1827,99.84%,0,78,9899,9496,590,38
Region III,Zambales,San Felipe ,13861,6681,7180,545,1720,1794,1403,1367,1275,1347,1140,996,740,1534,99.32%,0,62,6612,6845,357,47
Region III,Zambales,San Marcelino ,20364,9711,10653,693,2601,2793,2337,2040,1748,1856,1635,1464,1119,2078,96.41%,0,49,9121,10683,523,37
Region III,Zambales,San Narciso ,17696,8821,8875,754,2161,2111,1809,1692,1596,1638,1524,1320,1074,2017,99.48%,0,77,8485,8752,436,23
Region III,Zambales,Santa Cruz ,36063,17872,18191,1137,4913,5128,4245,3971,3392,3237,2738,2344,1907,3051,99.93%,0,50,17178,17918,865,102
Region III,Zambales,Subic ,57470,27209,30261,2475,8822,8898,7397,6531,5152,4934,4012,3372,2575,3302,99.78%,0,278,32152,24159,1094,65
Region III,Aurora,Baler ,22535,11098,11437,804,3442,3120,2640,2480,2221,2018,1717,1431,1028,1634,99.87%,0,82,10236,11604,663,32
Region III,Aurora,Casiguran ,15067,7644,7423,525,2076,2058,1608,1460,1365,1434,1222,1040,847,1432,99.92%,249,21,5982,8720,294,71
Region III,Aurora,Dilasag ,9138,4751,4387,255,1435,1334,1029,994,861,850,702,573,435,670,99.66%,0,35,3215,5687,188,48
Region III,Aurora,Dinalungan ,8088,4113,3975,303,1227,1298,956,827,746,658,617,487,357,612,99.18%,285,80,3364,4416,306,2
Region III,Aurora,Dingalan ,14728,7325,7403,700,2322,1980,1666,1505,1367,1353,1110,952,680,1093,98.30%,69,152,6628,7660,431,9
Region III,Aurora,Dipaculao ,17722,8965,8757,613,2648,2629,2060,1900,1750,1479,1279,1063,843,1458,99.28%,0,61,7033,10239,434,16
Region III,Aurora,Maria Aurora ,23341,11630,11711,787,3278,3338,2602,2336,2230,2120,1822,1615,1234,1979,99.44%,0,153,8889,13372,1054,26
Region III,Aurora,San Luis ,15906,7799,8107,594,2547,2239,1870,1776,1545,1364,1159,950,733,1129,99.08%,24,111,7239,8179,468,20
Region IV-A,Batangas,Agoncillo ,23435,11820,11615,3195,3339,3055,2720,2342,2070,1598,1353,1215,984,1564,99.74%,0,55,11129,11821,453,32
Region IV-A,Batangas,Alitagtag ,16135,7850,8285,1886,2244,2004,1854,1555,1421,1294,1094,876,746,1161,98.98%,0,110,7813,7885,401,36
Region IV-A,Batangas,Balayan ,46848,22653,24195,4665,6481,5709,5678,4927,4547,3974,3161,2746,2152,2808,99.85%,0,65,21226,24149,1411,62
Region IV-A,Batangas,Balete ,12250,5892,6358,1221,1790,1663,1499,1394,1146,1005,747,634,484,667,99.27%,0,62,5957,6157,124,12
Region IV-A,Batangas,Batangas City ,202421,94461,107960,21459,29885,28369,25953,20661,18189,15566,12850,10484,7843,11162,93.00%,0,175,100643,97871,3711,196
Region IV-A,Batangas,Bauan ,49813,23574,26239,5569,7228,6484,5595,4746,4449,4155,3512,2928,2081,3066,99.18%,0,58,23548,24818,1381,66
Region IV-A,Batangas,Calaca,44883,22176,22707,4816,6423,5899,5451,4647,4188,3382,2918,2459,1915,2785,99.31%,0,176,20847,23067,918,51
Region IV-A,Batangas,Calatagan ,31030,15100,15930,1136,4017,3910,3605,3658,3321,2945,2352,1999,1589,2498,99.71%,0,72,13713,16730,524,63
Region IV-A,Batangas,Cuenca ,21655,10455,11200,2454,3118,2639,2425,2027,1987,1797,1474,1186,928,1620,99.86%,0,52,9771,11289,525,70
Region IV-A,Batangas,Ibaan ,33773,16419,17354,4014,4952,4093,3841,3298,3045,2667,2219,1980,1426,2238,99.93%,0,88,16497,16610,601,65
Region IV-A,Batangas,Laurel ,22020,10884,11136,2669,3008,2830,2781,2484,2067,1680,1289,1080,892,1240,99.70%,0,119,9897,11758,316,49
Region IV-A,Batangas,Lemery,50518,24921,25597,2120,7894,7106,6360,5344,4562,4274,3504,2841,2411,4102,96.43%,0,24,24015,25834,601,68
Region IV-A,Batangas,Lian ,32446,15845,16601,3294,4474,3796,3833,3613,3169,2675,2120,1845,1432,2195,99.56%,0,173,15674,16020,659,93
Region IV-A,Batangas,Lipa City,173854,80889,92965,7533,27230,24065,21189,19872,16618,15340,12652,10386,8001,10968,96.28%,0,225,86036,83816,3754,248
Region IV-A,Batangas,Lobo ,24929,12575,12354,2627,3382,2888,2781,2521,2367,1958,1746,1436,1165,2058,99.68%,0,260,11159,13271,485,14
Region IV-A,Batangas,Mabini ,28259,14245,14014,3294,4135,3697,3471,2891,2219,1957,1671,1489,1209,2226,99.77%,0,69,13924,13587,720,28
Region IV-A,Batangas,Malvar ,29589,13926,15663,3108,4472,4141,3889,3088,2665,2248,1829,1568,1055,1526,99.96%,0,75,15650,13333,524,82
Region IV-A,Batangas,Mataas Na Kahoy ,17590,8357,9233,1860,2454,2154,2292,1927,1597,1367,1161,973,732,1073,99.83%,0,98,8797,8448,284,61
Region IV-A,Batangas,Nasugbu ,68980,33489,35491,7288,9630,8178,8239,7730,6705,5801,4646,3958,2907,3898,99.66%,0,224,32860,34419,1579,122
Region IV-A,Batangas,Padre Garcia ,28018,13651,14367,3348,4410,3621,3406,2854,2573,2124,1724,1472,1026,1460,99.84%,0,174,12601,14710,675,32
Region IV-A,Batangas,Rosario ,66441,32377,34064,7686,10411,8428,7850,6547,5988,5003,4457,3648,2614,3809,99.72%,0,316,30792,34197,1347,105
Region IV-A,Batangas,San Jose,44157,21648,22509,4515,6591,5813,5473,4577,4099,3427,2841,2382,1742,2697,99.98%,0,130,22636,20723,735,63
Region IV-A,Batangas,San Juan ,59918,28520,31398,6611,8375,7053,6725,6396,5715,4905,4056,3454,2701,3927,96.49%,0,174,25428,33034,1406,50
Region IV-A,Batangas,San Luis ,22091,10722,11369,907,2990,2818,2582,2407,2042,1885,1622,1461,1210,2167,99.93%,0,35,10457,11143,450,41
Region IV-A,Batangas,San Nicolas ,14637,7460,7177,1941,2086,1945,1705,1450,1250,1047,875,739,596,1003,99.76%,0,71,7201,7086,327,23
Region IV-A,Batangas,San Pascual ,38336,18088,20248,4106,5480,5266,4503,3627,3513,3037,2527,2124,1595,2558,95.34%,0,87,18461,18914,903,58
Region IV-A,Batangas,Santa Teresita ,12630,6137,6493,1443,1765,1558,1496,1248,1116,943,813,700,554,994,99.67%,0,21,6316,5934,358,22
Region IV-A,Batangas,Santo Tomas,85480,40192,45288,9911,13277,12097,11698,9422,7686,6114,5019,4050,2740,3466,99.97%,0,109,44419,39264,1566,231
Region IV-A,Batangas,Taal ,32998,15881,17117,3819,4710,4013,3849,3319,2990,2532,2216,1847,1503,2200,99.85%,0,49,15869,16298,739,92
Region IV-A,Batangas,Talisay ,25481,12331,13150,2648,3845,3444,3107,2530,2253,2074,1658,1420,1025,1477,99.78%,0,202,12476,12513,449,43
Region IV-A,Batangas,Tanauan City ,103561,49397,54164,11796,15346,13729,12866,10483,9495,8084,6562,5584,4005,5611,99.91%,0,91,54183,47142,2066,170
Region IV-A,Batangas,Taysan ,23278,11548,11730,2770,3436,2763,2673,2362,2174,1764,1495,1284,934,1623,99.85%,0,75,11036,11772,439,31
Region IV-A,Batangas,Tingloy ,11079,5216,5863,1419,1587,1262,1189,1077,901,804,754,694,529,863,99.06%,0,237,5084,5730,256,9
Region IV-A,Batangas,Tuy ,27662,13830,13832,2439,3485,3374,3443,3020,2702,2239,1901,1621,1283,2155,99.88%,0,197,13322,13785,495,60
Region IV-A,Cavite,Alfonso ,32071,15509,16562,2968,4158,3923,3749,3370,3038,2847,2287,1970,1455,2306,99.97%,0,97,16324,14987,613,147
Region IV-A,Cavite,Amadeo ,23914,11791,12123,2377,3220,3066,2879,2374,2107,1892,1704,1499,1042,1754,99.65%,0,42,11732,11520,541,121
Region IV-A,Cavite,Bacoor ,260156,116036,144120,22881,35039,33073,32586,28328,25795,22262,19170,15850,11463,13709,99.91%,0,470,138584,114659,6302,611
Region IV-A,Cavite,Carmona ,47676,21933,25743,4911,6790,6520,6839,5784,4686,3634,2862,2191,1590,1869,99.96%,0,288,23838,22695,968,175
Region IV-A,Cavite,Cavite City ,63012,29615,33397,5927,8576,7715,7223,5930,5856,5677,4857,4039,3031,4181,99.94%,0,51,35972,25619,1207,214
Region IV-A,Cavite,Dasmarinas City,326070,145850,180220,38464,51056,40745,36966,31934,30969,27651,23017,17935,12610,14723,100.00%,0,1307,176662,139835,8284,1289
Region IV-A,Cavite,General Emilio Aguinaldo ,13579,6677,6902,1386,1980,1812,1621,1252,1212,1087,948,788,562,931,99.43%,0,57,6980,6274,301,24
Region IV-A,Cavite,General Trias City,138484,61372,77112,11278,19371,20383,20388,17762,14572,10902,7963,6253,4512,5100,99.94%,0,107,71324,63745,3202,213
Region IV-A,Cavite,Imus ,183960,81398,102562,15214,22934,22126,23400,20596,18517,15980,13325,11098,8788,11982,99.96%,0,516,90402,87631,5392,535
Region IV-A,Cavite,Indang ,43357,20855,22502,4064,5900,5563,5063,4219,4047,3688,3141,2750,1918,3004,99.92%,0,653,21385,20866,978,128
Region IV-A,Cavite,Kawit ,47116,21832,25284,4818,6616,6065,5699,4872,4571,3967,3383,2683,1924,2518,99.93%,0,118,25551,20485,855,225
Region IV-A,Cavite,Magallanes ,13648,6589,7059,556,2089,1869,1613,1400,1201,1227,1006,871,666,1150,99.41%,0,45,6640,6645,305,58
Region IV-A,Cavite,Maragondon ,26508,12735,13773,3125,4121,3462,3007,2594,2329,2006,1770,1494,1011,1589,99.59%,0,29,14019,11900,477,112
Region IV-A,Cavite,Mendez (Mendez-Nunez) ,20285,9702,10583,1916,2732,2515,2290,1946,1881,1747,1432,1266,977,1583,99.90%,0,17,10186,9512,496,91
Region IV-A,Cavite,Naic,63044,29605,33439,6333,8928,8711,8191,6805,5958,4917,4086,3526,2452,3137,99.97%,0,25,34691,26982,1174,197
Region IV-A,Cavite,Noveleta ,25565,11899,13666,2439,3692,3180,2969,2647,2409,2195,1795,1503,1188,1548,99.87%,0,27,13696,11163,593,113
Region IV-A,Cavite,Rosario ,77129,34750,42379,2434,11225,13179,11625,9798,7409,6021,4888,3607,2810,4133,99.97%,0,37,47634,27884,1387,224
Region IV-A,Cavite,Silang ,118959,55469,63490,11262,16993,16263,15598,12778,11139,9901,8191,6596,4531,5707,99.93%,0,90,60936,55251,2440,332
Region IV-A,Cavite,Tagaytay City ,47014,22251,24763,5569,6862,6214,5898,5073,4583,3739,2867,2315,1663,2231,99.94%,0,44,24939,21016,916,143
Region IV-A,Cavite,Tanza ,110892,50859,60033,10947,16138,15554,15014,13026,10935,8767,6930,5347,3826,4408,99.87%,0,179,59098,49133,2432,229
Region IV-A,Cavite,Ternate ,14186,6847,7339,1725,2217,1817,1652,1364,1259,1102,937,810,563,740,99.70%,0,31,7721,6146,256,63
Region IV-A,Cavite,Trece Martires City ,63378,29176,34202,6199,9248,8385,8515,7972,6628,5350,4065,2982,1943,2091,99.82%,1,62,32342,29302,1452,282
Region IV-A,Cavite,Gen. Mariano Alvarez ,83160,38240,44920,8679,12145,10762,10490,8658,8076,7023,5832,4326,2859,4310,99.96%,0,244,46520,34462,1944,234
Region IV-A,Laguna,Alaminos ,26670,12585,14085,943,3824,3766,3339,2984,2386,2205,1992,1839,1412,1980,99.86%,0,14,13087,12961,569,53
Region IV-A,Laguna,Bay ,34915,16259,18656,1005,4573,4810,4435,4257,3296,3166,2650,2466,1873,2384,99.86%,0,170,16119,17803,838,155
Region IV-A,Laguna,Binan City,174876,82688,92188,7007,24918,24943,22517,21249,16894,14929,13065,11121,8126,10107,96.08%,0,146,94693,75719,3852,612
Region IV-A,Laguna,Cabuyao City,175352,79658,95694,6464,24150,24632,24494,25365,19820,15193,11059,8662,6723,8790,99.93%,0,181,87307,83571,4161,313
Region IV-A,Laguna,Calamba City ,268283,130304,137979,7687,33899,36639,37845,35761,26971,23540,19504,16252,12578,17607,99.86%,0,404,148689,112026,6910,658
Region IV-A,Laguna,Calauan,34676,15772,18904,1357,4556,4277,4134,4250,3687,3228,2831,2323,1781,2252,99.84%,0,50,16323,17515,789,49
Region IV-A,Laguna,Cavinti ,16716,8372,8344,694,2227,2082,1847,1808,1459,1462,1345,1168,913,1711,99.99%,0,0,7535,8816,324,41
Region IV-A,Laguna,Famy ,11586,5783,5803,489,1961,1775,1430,1194,1038,964,864,669,473,729,99.80%,0,16,6184,5111,246,45
Region IV-A,Laguna,Kalayaan ,14652,7297,7355,657,2330,2025,1604,1617,1296,1302,1118,935,759,1009,99.69%,0,41,7473,6719,409,51
Region IV-A,Laguna,Liliw ,22076,10425,11651,773,2932,2743,2555,2483,2082,2037,1820,1556,1210,1885,99.87%,0,13,9979,11538,540,19
Region IV-A,Laguna,Los Banos ,58361,26791,31570,1615,7584,8069,7210,6695,5563,5201,4664,4175,3177,4408,99.92%,0,120,29535,27095,1354,377
Region IV-A,Laguna,Luisiana,13440,6357,7083,502,1902,1745,1417,1260,1110,1200,1167,976,763,1398,99.96%,0,44,6080,7023,296,41
Region IV-A,Laguna,Lumban ,20218,9542,10676,829,2817,2666,2224,2284,1775,1814,1625,1437,1062,1685,99.95%,0,12,9877,9873,437,31
Region IV-A,Laguna,Mabitac ,13312,6562,6750,543,1953,1864,1646,1558,1203,1129,1013,848,610,945,99.98%,0,0,6592,6377,316,27
Region IV-A,Laguna,Magdalena ,14740,7017,7723,497,2120,2181,1829,1651,1407,1286,1065,902,758,1044,99.71%,0,25,6914,7363,379,84
Region IV-A,Laguna,Majayjay ,17074,8391,8683,728,2422,2088,1956,1717,1533,1520,1465,1209,869,1567,99.64%,0,98,7641,8834,512,87
Region IV-A,Laguna,Nagcarlan ,36753,17302,19451,1283,4924,4906,4428,4074,3496,3290,2931,2539,1963,2919,99.95%,0,30,16833,19042,825,53
Region IV-A,Laguna,Paete,17282,8267,9015,636,2498,2506,2034,1763,1590,1496,1290,1117,932,1420,99.98%,0,6,9674,7306,259,43
Region IV-A,Laguna,Pagsanjan ,24805,11561,13244,905,3474,3214,2730,2706,2227,2210,2078,1732,1348,2181,99.90%,0,27,11704,12467,549,85
Region IV-A,Laguna,Pakil ,13487,6512,6975,557,2012,1750,1593,1426,1186,1201,1027,945,717,1073,99.70%,0,20,6768,6366,315,38
Region IV-A,Laguna,Pangil ,13816,6546,7270,513,1920,1838,1628,1431,1262,1293,1144,908,745,1134,99.73%,0,37,6732,6698,331,55
Region IV-A,Laguna,Pila ,32736,15581,17155,1050,4438,4483,4085,3896,3264,2829,2558,2117,1663,2353,99.99%,0,2,14955,16940,737,104
Region IV-A,Laguna,Rizal ,11615,5622,5993,477,1600,1507,1345,1266,1080,958,913,791,658,1020,99.66%,0,42,5636,5685,264,30
Region IV-A,Laguna,San Pablo City ,131815,60083,71732,3525,16671,16700,15682,15355,12927,12334,10943,9527,7583,10568,99.93%,0,209,63349,65212,3021,233
Region IV-A,Laguna,San Pedro City,165073,75295,89778,5417,20641,20778,20597,19785,16353,15051,12679,11081,9482,13209,99.98%,0,293,86400,74216,3799,658
Region IV-A,Laguna,Santa Cruz ,63306,29449,33857,2199,8066,8222,7703,7401,5990,5772,5156,4316,3541,4940,99.99%,0,22,29613,31859,1648,186
Region IV-A,Laguna,Santa Maria ,17950,9005,8945,536,2391,2476,2192,2125,1686,1611,1295,1256,961,1421,99.63%,0,86,8146,9242,493,69
Region IV-A,Laguna,Santa Rosa City,181664,81603,100061,6312,26794,26673,24441,22851,17715,15827,13272,10653,7770,9356,99.98%,0,124,93078,83499,4521,566
Region IV-A,Laguna,Siniloan ,22912,11104,11808,956,3418,3206,2665,2595,2091,2004,1738,1422,1146,1671,99.88%,0,10,11176,11127,510,99
Region IV-A,Laguna,Victoria ,25205,12161,13044,975,3457,3564,3021,2847,2287,2360,1922,1667,1263,1842,99.99%,0,38,11939,12718,456,92
Region IV-A,Quezon,Agdangan ,8339,4071,4268,322,1189,1039,878,805,736,813,694,634,444,785,99.81%,0,19,3782,4317,224,16
Region IV-A,Quezon,Alabat ,9592,4803,4789,361,1280,1138,933,870,875,860,825,741,637,1072,99.71%,0,18,4223,5113,238,18
Region IV-A,Quezon,Atimonan ,30713,14611,16102,986,3869,3902,3215,2878,2705,2936,2776,2438,1948,3060,99.92%,0,40,13678,15927,1030,78
Region IV-A,Quezon,Buenavista,15556,7827,7729,677,2264,2153,1867,1780,1653,1452,1076,928,656,1050,98.82%,0,197,6422,8845,260,29
Region IV-A,Quezon,Burdeos ,11200,5665,5535,310,1499,1666,1331,1239,1212,1131,860,710,537,705,99.45%,0,17,4557,6264,347,32
Region IV-A,Quezon,Calauag ,38495,18706,19789,1369,5645,5373,4198,3886,3614,3632,3181,2571,1903,3123,99.62%,0,98,16486,20520,1442,47
Region IV-A,Quezon,Candelaria ,63545,30442,33103,2284,9295,9210,7487,7086,6174,5687,4996,4164,3392,3770,99.87%,0,149,27590,33938,1784,233
Region IV-A,Quezon,Catanauan ,35217,17369,17848,1358,4819,4685,4150,3734,3518,3268,2680,2350,1823,2832,99.18%,3,261,15292,18741,1171,13
